Seq. ID.	Class	AMP Probability
RDKIT_SHAPRULEMISMATCH_07446	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_07447	AMP	0.82
RDKIT_SHAPRULEMISMATCH_07448	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07449	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07450	AMP	0.94
RDKIT_SHAPRULEMISMATCH_07451	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07452	AMP	0.80
RDKIT_SHAPRULEMISMATCH_07453	AMP	0.59
RDKIT_SHAPRULEMISMATCH_07454	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07455	AMP	0.84
RDKIT_SHAPRULEMISMATCH_07456	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_07457	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07458	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07459	AMP	0.50
RDKIT_SHAPRULEMISMATCH_07460	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07461	AMP	0.95
RDKIT_SHAPRULEMISMATCH_07462	AMP	0.84
RDKIT_SHAPRULEMISMATCH_07463	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07464	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07465	AMP	0.76
RDKIT_SHAPRULEMISMATCH_07466	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07467	AMP	0.89
RDKIT_SHAPRULEMISMATCH_07468	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07469	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07470	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_07471	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07472	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07473	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07474	AMP	0.55
RDKIT_SHAPRULEMISMATCH_07475	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07476	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07477	AMP	0.85
RDKIT_SHAPRULEMISMATCH_07478	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07479	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07480	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07481	AMP	0.59
RDKIT_SHAPRULEMISMATCH_07482	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07483	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07484	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07485	AMP	0.80
RDKIT_SHAPRULEMISMATCH_07486	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07487	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_07488	AMP	0.92
RDKIT_SHAPRULEMISMATCH_07489	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07490	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07491	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07492	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07493	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07494	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07495	AMP	0.90
RDKIT_SHAPRULEMISMATCH_07496	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07497	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07498	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07499	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07500	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_07501	AMP	0.95
RDKIT_SHAPRULEMISMATCH_07502	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07503	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07504	AMP	0.57
RDKIT_SHAPRULEMISMATCH_07505	AMP	0.78
RDKIT_SHAPRULEMISMATCH_07506	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07507	NAMP	0.42
RDKIT_SHAPRULEMISMATCH_07508	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_07509	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_07510	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07511	AMP	0.57
RDKIT_SHAPRULEMISMATCH_07512	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_07513	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07514	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07515	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_07516	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07517	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07518	AMP	0.60
RDKIT_SHAPRULEMISMATCH_07519	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07520	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07521	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07522	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07523	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07524	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_07525	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07526	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_07527	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_07528	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07529	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07530	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07531	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07532	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_07533	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_07534	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07535	AMP	0.55
RDKIT_SHAPRULEMISMATCH_07536	AMP	0.80
RDKIT_SHAPRULEMISMATCH_07537	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_07538	AMP	0.68
RDKIT_SHAPRULEMISMATCH_07539	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07540	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07541	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_07542	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07543	AMP	0.92
RDKIT_SHAPRULEMISMATCH_07544	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07545	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07546	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07547	AMP	0.73
RDKIT_SHAPRULEMISMATCH_07548	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07549	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_07550	AMP	0.52
RDKIT_SHAPRULEMISMATCH_07551	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_07552	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07553	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_07554	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07555	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07556	AMP	0.55
RDKIT_SHAPRULEMISMATCH_07557	AMP	0.85
RDKIT_SHAPRULEMISMATCH_07558	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_07559	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_07560	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_07561	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07562	AMP	0.89
RDKIT_SHAPRULEMISMATCH_07563	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_07564	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07565	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07566	AMP	0.96
RDKIT_SHAPRULEMISMATCH_07567	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07568	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_07569	AMP	0.78
RDKIT_SHAPRULEMISMATCH_07570	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07571	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_07572	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07573	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07574	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_07575	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07576	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07577	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07578	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07579	AMP	0.81
RDKIT_SHAPRULEMISMATCH_07580	AMP	0.89
RDKIT_SHAPRULEMISMATCH_07581	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07582	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07583	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07584	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07585	AMP	0.73
RDKIT_SHAPRULEMISMATCH_07586	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07587	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07588	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07589	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07590	AMP	0.62
RDKIT_SHAPRULEMISMATCH_07591	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07592	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07593	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07594	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07595	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_07596	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07597	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_07598	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07599	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_07600	AMP	0.55
RDKIT_SHAPRULEMISMATCH_07601	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_07602	AMP	0.99
RDKIT_SHAPRULEMISMATCH_07603	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07604	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07605	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07606	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_07607	AMP	0.66
RDKIT_SHAPRULEMISMATCH_07608	AMP	0.78
RDKIT_SHAPRULEMISMATCH_07609	AMP	0.69
RDKIT_SHAPRULEMISMATCH_07610	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_07611	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07612	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07613	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07614	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_07615	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07616	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07617	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07618	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07619	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07620	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_07621	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07622	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07623	AMP	0.73
RDKIT_SHAPRULEMISMATCH_07624	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07625	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_07626	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_07627	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07628	AMP	0.88
RDKIT_SHAPRULEMISMATCH_07629	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_07630	AMP	0.70
RDKIT_SHAPRULEMISMATCH_07631	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07632	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07633	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_07634	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07635	AMP	0.85
RDKIT_SHAPRULEMISMATCH_07636	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07637	AMP	0.64
RDKIT_SHAPRULEMISMATCH_07638	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07639	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07640	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_07641	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_07642	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07643	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07644	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07645	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07646	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07647	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_07648	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_07649	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_07650	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07651	AMP	0.53
RDKIT_SHAPRULEMISMATCH_07652	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_07653	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07654	AMP	0.84
RDKIT_SHAPRULEMISMATCH_07655	AMP	0.50
RDKIT_SHAPRULEMISMATCH_07656	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_07657	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_07658	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_07659	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07660	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07661	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07662	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07663	AMP	0.98
RDKIT_SHAPRULEMISMATCH_07664	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_07665	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_07666	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07667	AMP	0.52
RDKIT_SHAPRULEMISMATCH_07668	AMP	0.52
RDKIT_SHAPRULEMISMATCH_07669	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07670	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_07671	AMP	0.93
RDKIT_SHAPRULEMISMATCH_07672	AMP	0.57
RDKIT_SHAPRULEMISMATCH_07673	AMP	0.96
RDKIT_SHAPRULEMISMATCH_07674	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_07675	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_07676	AMP	0.91
RDKIT_SHAPRULEMISMATCH_07677	AMP	0.65
RDKIT_SHAPRULEMISMATCH_07678	AMP	0.94
RDKIT_SHAPRULEMISMATCH_07679	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07680	AMP	0.96
RDKIT_SHAPRULEMISMATCH_07681	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_07682	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_07683	NAMP	0.31
RDKIT_SHAPRULEMISMATCH_07684	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07685	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07686	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_07687	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07688	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_07689	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07690	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07691	AMP	0.71
RDKIT_SHAPRULEMISMATCH_07692	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07693	AMP	0.74
RDKIT_SHAPRULEMISMATCH_07694	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07695	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07696	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07697	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_07698	AMP	0.99
RDKIT_SHAPRULEMISMATCH_07699	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07700	AMP	0.65
RDKIT_SHAPRULEMISMATCH_07701	AMP	0.91
RDKIT_SHAPRULEMISMATCH_07702	NAMP	0.35
RDKIT_SHAPRULEMISMATCH_07703	AMP	0.95
RDKIT_SHAPRULEMISMATCH_07704	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_07705	AMP	0.79
RDKIT_SHAPRULEMISMATCH_07706	AMP	0.99
RDKIT_SHAPRULEMISMATCH_07707	AMP	0.87
RDKIT_SHAPRULEMISMATCH_07708	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_07709	NAMP	0.42
RDKIT_SHAPRULEMISMATCH_07710	AMP	0.99
RDKIT_SHAPRULEMISMATCH_07711	NAMP	0.31
RDKIT_SHAPRULEMISMATCH_07712	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_07713	NAMP	0.01
RDKIT_SHAPRULEMISMATCH_07714	AMP	0.74
RDKIT_SHAPRULEMISMATCH_07715	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07716	NAMP	0.46
RDKIT_SHAPRULEMISMATCH_07717	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07718	AMP	0.57
RDKIT_SHAPRULEMISMATCH_07719	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_07720	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07721	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07722	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07723	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07724	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07725	AMP	0.84
RDKIT_SHAPRULEMISMATCH_07726	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07727	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07728	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07729	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07730	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07731	AMP	0.70
RDKIT_SHAPRULEMISMATCH_07732	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_07733	AMP	0.53
RDKIT_SHAPRULEMISMATCH_07734	AMP	0.50
RDKIT_SHAPRULEMISMATCH_07735	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07736	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_07737	NAMP	0.46
RDKIT_SHAPRULEMISMATCH_07738	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07739	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07740	AMP	0.87
RDKIT_SHAPRULEMISMATCH_07741	AMP	0.51
RDKIT_SHAPRULEMISMATCH_07742	AMP	0.81
RDKIT_SHAPRULEMISMATCH_07743	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07744	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_07745	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07746	AMP	0.97
RDKIT_SHAPRULEMISMATCH_07747	AMP	0.79
RDKIT_SHAPRULEMISMATCH_07748	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07749	AMP	0.54
RDKIT_SHAPRULEMISMATCH_07750	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07751	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_07752	AMP	0.63
RDKIT_SHAPRULEMISMATCH_07753	NAMP	0.46
RDKIT_SHAPRULEMISMATCH_07754	AMP	0.54
RDKIT_SHAPRULEMISMATCH_07755	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07756	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_07757	AMP	0.62
RDKIT_SHAPRULEMISMATCH_07758	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07759	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07760	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07761	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07762	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_07763	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_07764	AMP	0.69
RDKIT_SHAPRULEMISMATCH_07765	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07766	AMP	0.95
RDKIT_SHAPRULEMISMATCH_07767	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07768	AMP	0.74
RDKIT_SHAPRULEMISMATCH_07769	AMP	0.56
RDKIT_SHAPRULEMISMATCH_07770	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_07771	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_07772	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07773	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_07774	AMP	0.86
RDKIT_SHAPRULEMISMATCH_07775	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_07776	AMP	0.60
RDKIT_SHAPRULEMISMATCH_07777	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07778	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07779	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07780	NAMP	0.35
RDKIT_SHAPRULEMISMATCH_07781	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07782	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07783	AMP	0.66
RDKIT_SHAPRULEMISMATCH_07784	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07785	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_07786	AMP	0.96
RDKIT_SHAPRULEMISMATCH_07787	AMP	0.71
RDKIT_SHAPRULEMISMATCH_07788	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_07789	AMP	0.93
RDKIT_SHAPRULEMISMATCH_07790	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07791	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_07792	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07793	AMP	0.52
RDKIT_SHAPRULEMISMATCH_07794	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_07795	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07796	AMP	0.54
RDKIT_SHAPRULEMISMATCH_07797	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07798	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_07799	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_07800	AMP	0.58
RDKIT_SHAPRULEMISMATCH_07801	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07802	AMP	0.95
RDKIT_SHAPRULEMISMATCH_07803	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07804	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07805	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07806	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_07807	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_07808	NAMP	0.47
RDKIT_SHAPRULEMISMATCH_07809	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07810	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07811	NAMP	0.31
RDKIT_SHAPRULEMISMATCH_07812	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07813	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_07814	AMP	0.55
RDKIT_SHAPRULEMISMATCH_07815	AMP	0.50
RDKIT_SHAPRULEMISMATCH_07816	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07817	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_07818	AMP	0.55
RDKIT_SHAPRULEMISMATCH_07819	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07820	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_07821	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07822	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_07823	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_07824	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_07825	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07826	AMP	0.56
RDKIT_SHAPRULEMISMATCH_07827	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_07828	AMP	0.71
RDKIT_SHAPRULEMISMATCH_07829	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_07830	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_07831	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_07832	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_07833	AMP	0.76
RDKIT_SHAPRULEMISMATCH_07834	AMP	0.67
RDKIT_SHAPRULEMISMATCH_07835	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07836	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_07837	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_07838	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07839	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_07840	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07841	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_07842	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_07843	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07844	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07845	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07846	AMP	0.69
RDKIT_SHAPRULEMISMATCH_07847	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07848	AMP	0.98
RDKIT_SHAPRULEMISMATCH_07849	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07850	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07851	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_07852	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07853	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07854	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_07855	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_07856	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_07857	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_07858	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_07859	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_07860	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_07861	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_07862	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_07863	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_07864	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_07865	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_07866	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_07867	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_07868	AMP	0.74
RDKIT_SHAPRULEMISMATCH_07869	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07870	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_07871	NAMP	0.35
RDKIT_SHAPRULEMISMATCH_07872	AMP	0.88
RDKIT_SHAPRULEMISMATCH_07873	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_07874	AMP	0.55
RDKIT_SHAPRULEMISMATCH_07875	AMP	0.84
RDKIT_SHAPRULEMISMATCH_07876	NAMP	0.42
RDKIT_SHAPRULEMISMATCH_07877	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07878	AMP	0.90
RDKIT_SHAPRULEMISMATCH_07879	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_07880	AMP	0.56
RDKIT_SHAPRULEMISMATCH_07881	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_07882	NAMP	0.42
RDKIT_SHAPRULEMISMATCH_07883	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_07884	AMP	1.00
RDKIT_SHAPRULEMISMATCH_07885	NAMP	0.38
